year,state,pixel_count,sum_mapped_evi,density
2007,OH,2713,99580.0,0.5646885366752672
2007,OK,4023,70337.0,0.26898028642995087
2007,OR,7176,-33983.0,-0.0728561015350313
2007,PA,3091,120783.0,0.601164671627305
2007,RI,54,1892.0,0.539031339031339
2007,SC,1578,39888.0,0.38888563907575313
2007,SD,5958,52352.0,0.1351821726444083
2007,TN,2677,85956.0,0.4939858050056033
2007,TX,13725,122989.0,0.13786072579515202
2007,UT,5404,-124065.0,-0.3531999088993908
2007,VA,2439,85901.0,0.5418424953480304
2007,VT,810,33364.0,0.6336942070275403
2007,WA,5812,42116.0,0.11148287363015512
2007,WI,4432,147942.0,0.5135448486531519
2007,WV,1753,80074.0,0.7027425512308569
2007,WY,7102,-96287.0,-0.20858046487446658
2008,AL,2394,70129.0,0.4506715506715507
2008,AR,2772,86099.0,0.47784992784992786
2008,AZ,6260,-142365.0,-0.3498771196854264
2008,CA,8293,-81802.0,-0.15175356417367752
2008,CO,6227,-49588.0,-0.12251361934997715
2008,CT,223,7841.0,0.5409451535012073
2008,DE,79,2512.0,0.48919182083739043
2008,FL,1696,26298.0,0.2385522496371553
2008,GA,3093,84996.0,0.42277102141311645
2008,IA,3737,116495.0,0.4795907865214796
2008,ID,5756,-16243.0,-0.04341422996739189
2008,IL,3392,116192.0,0.5269956458635704
2008,IN,2250,81339.0,0.5561641025641025
2008,KS,4774,55207.0,0.17790918758660695
2008,KY,2329,87790.0,0.5799121445321531
2008,LA,1650,38552.0,0.35945920745920745
2008,MA,452,16136.0,0.549217154526889
2008,MD,507,12882.0,0.39089667728720984
2008,ME,2426,85751.0,0.5437947872407889
2008,MI,4473,122977.0,0.42297202015511876
2008,MN,6573,177349.0,0.41509906493932053
2008,MO,4519,157695.0,0.5368614567552386
2008,MS,2506,70682.0,0.4339247344833937
2008,MT,11999,-49515.0,-0.06348605973574721
2008,NC,2376,69541.0,0.45027842527842526
2008,ND,5940,69921.0,0.1810955710955711
2008,NE,5126,68719.0,0.2062456856448273
2008,NH,693,27841.0,0.6180708180708181
2008,NJ,350,8303.0,0.364967032967033
2008,NM,6733,-122607.0,-0.28015172114384945
2008,NV,7080,-223286.0,-0.485193394176445
2008,NY,3417,133971.0,0.6031876815019923
2008,OH,2726,97794.0,0.551916022348891
2008,OK,4033,57710.0,0.22014533941139447
2008,OR,7152,-27120.0,-0.05833763551884357
2008,PA,3056,116573.0,0.5868556182037857
2008,RI,53,1782.0,0.5172714078374455
2008,SC,1568,41325.0,0.40546507064364207
2008,SD,5937,67827.0,0.17576087379018152
2008,TN,2659,92895.0,0.5374779413891863
2008,TX,13691,3998.0,0.0044925638965519175
2008,UT,5428,-118716.0,-0.33647752394988945
2008,VA,2449,82397.0,0.5176178660049627
2008,VT,814,33198.0,0.6274428274428274
2008,WA,5784,38836.0,0.10329822321523566
2008,WI,4442,141489.0,0.49003913690991585
2008,WV,1745,74709.0,0.6586643156270663
2008,WY,7052,-85822.0,-0.18722893669008248
2009,AL,2407,77702.0,0.4966412067367614
2009,AR,2786,88248.0,0.4873156993760009
2009,AZ,6216,-165408.0,-0.4093852093852094
2009,CA,8282,-85764.0,-0.1593149183586276
2009,CO,6233,-19273.0,-0.04757062286341927
2009,CT,226,7048.0,0.47978216473791696
2009,DE,81,2667.0,0.5065527065527066
2009,FL,1727,26692.0,0.2377800543405639
2009,GA,3066,79404.0,0.3984344422700587
2009,IA,3733,147201.0,0.606651692802242
2009,ID,5686,-3306.0,-0.008945047214480912
2009,IL,3357,111716.0,0.5119772690818267
2009,IN,2274,81294.0,0.5499898518368176
2009,KS,4812,61259.0,0.19585331542937529
2009,KY,2329,94203.0,0.6222743336526075
2009,LA,1641,35801.0,0.3356396193690526
2009,MA,444,15001.0,0.5197851697851698
2009,MD,521,14624.0,0.4318322752103942
2009,ME,2444,87860.0,0.5530655923454614
2009,MI,4523,118390.0,0.40269392336604365
2009,MN,6563,189473.0,0.4441519473974144
2009,MO,4510,165825.0,0.5656660412757973
2009,MS,2459,77585.0,0.485406825789095
2009,MT,11945,-33583.0,-0.043253372830601794
2009,NC,2379,73744.0,0.47689074271672
2009,ND,5987,88377.0,0.22709974174814662
2009,NE,5152,97587.0,0.29140886287625417
2009,NH,697,26866.0,0.5930029798035537
2009,NJ,360,9212.0,0.3936752136752137
2009,NM,6773,-152413.0,-0.34620041113470906
2009,NV,7075,-215887.0,-0.4694471323729274
2009,NY,3458,133470.0,0.5938070027138853
2009,OH,2727,104168.0,0.5876731262869876
2009,OK,4002,56502.0,0.21720678122477222
2009,OR,7155,-28868.0,-0.0620717088641617
2009,PA,3059,123330.0,0.6202630321623457
2009,RI,52,1722.0,0.5094674556213018
2009,SC,1568,40755.0,0.39987244897959184
2009,SD,6002,77282.0,0.1980929433778484
2009,TN,2667,104340.0,0.6018863026737042
2009,TX,13641,-10689.0,-0.012055285818206425
2009,UT,5368,-116683.0,-0.334411899575834
2009,VA,2478,92872.0,0.576594027441485
2009,VT,812,32756.0,0.6206138688897309
2009,WA,5781,39931.0,0.10626588426277062
2009,WI,4447,149655.0,0.5177388386293266
2009,WV,1747,78613.0,0.6922900796970631
2009,WY,7068,-78818.0,-0.17155979278220365
2010,AL,2407,74663.0,0.4772170911763766
2010,AR,2774,86853.0,0.48168709444844987
2010,AZ,6250,-136165.0,-0.3351753846153846
2010,CA,8354,-64243.0,-0.11830905508185853
2010,CO,6200,-19866.0,-0.04929528535980149
2010,CT,234,7720.0,0.5075608152531229
2010,DE,85,2739.0,0.49574660633484163
2010,FL,1696,27207.0,0.2467978955007257
2010,GA,3083,86069.0,0.4294967439307368
2010,IA,3715,140942.0,0.5836711874935293
2010,ID,5767,-5670.0,-0.015125848661482439
2010,IL,3403,127489.0,0.5763647460385632
2010,IN,2270,87828.0,0.5952422907488987
2010,KS,4783,60793.0,0.1955419032149118
2010,KY,2336,93011.0,0.6125592729188619
2010,LA,1642,39050.0,0.36587651082169964
2010,MA,449,15342.0,0.5256810005139626
2010,MD,515,13986.0,0.4178043315907394
2010,ME,2449,85374.0,0.536319376825706
2010,MI,4501,131882.0,0.45077845948763523
2010,MN,6598,207583.0,0.48402313055238183
2010,MO,4486,158205.0,0.5425597585651085
2010,MS,2463,74179.0,0.46334363971391984
2010,MT,11982,-2242.0,-0.00287867698984374
2010,NC,2380,73257.0,0.4735423400129283
2010,ND,5925,111386.0,0.2892203829925349
2010,NE,5139,91083.0,0.27267501908482644
2010,NH,702,26858.0,0.5886039886039887
2010,NJ,363,7432.0,0.31498198770926045
2010,NM,6780,-108207.0,-0.24553437712729748
2010,NV,7044,-202470.0,-0.4422094089896475
2010,NY,3438,134536.0,0.6020315926075088
2010,OH,2713,105839.0,0.6001814624741274
2010,OK,4022,62598.0,0.23944459319894426
2010,OR,7169,-6499.0,-0.013946800862688713
2010,PA,3064,119092.0,0.597971480216911
2010,RI,54,1744.0,0.49686609686609684
2010,SC,1545,42422.0,0.4224246950460543
2010,SD,5964,75020.0,0.19352009492854563
2010,TN,2683,99475.0,0.5704005275380601
2010,TX,13764,83658.0,0.09350814834685803
2010,UT,5415,-103306.0,-0.29350379998579446
2010,VA,2478,88126.0,0.5471285776370522
2010,VT,824,33034.0,0.6167662434652726
2010,WA,5773,52891.0,0.14095057895508267
2010,WI,4444,156206.0,0.5407671536384407
2010,WV,1749,77283.0,0.6797994458371817
2010,WY,7053,-68893.0,-0.15027538745105737
2011,AL,2380,70661.0,0.45676147382029736
2011,AR,2759,76521.0,0.42669306047341565
2011,AZ,6217,-161843.0,-0.4004973954788978
2011,CA,8317,-60053.0,-0.11108480313722588
2011,CO,6219,-42670.0,-0.10555741091196952
2011,CT,226,7817.0,0.5321307011572498
2011,DE,87,2795.0,0.4942528735632184
2011,FL,1712,27933.0,0.25101545650611073
2011,GA,3073,76995.0,0.3854664697489299
2011,IA,3694,141582.0,0.5896547415767773
2011,ID,5766,6245.0,0.016662664425411564
2011,IL,3378,115677.0,0.5268342669763629
2011,IN,2265,78083.0,0.5303650874511802
2011,KS,4774,22008.0,0.07092262576133544
2011,KY,2336,91766.0,0.6043598524762909
2011,LA,1619,34721.0,0.3299377583503587
2011,MA,462,15854.0,0.527938727938728
2011,MD,501,12982.0,0.39864885613388606
2011,ME,2433,89564.0,0.5663410161560594
2011,MI,4477,127659.0,0.4386831841377296
2011,MN,6541,195005.0,0.45865722719414814
2011,MO,4519,146217.0,0.4977854188298977
2011,MS,2484,72828.0,0.4510590858416945
2011,MT,11969,19382.0,0.02491307673027115
2011,NC,2403,71785.0,0.4595857741925158
2011,ND,5939,100621.0,0.2606525315062106
2011,NE,5122,90927.0,0.2731114648724957
2011,NH,684,27389.0,0.6160368870895186
2011,NJ,350,9413.0,0.4137582417582418
2011,NM,6820,-176831.0,-0.39889690954207085
2011,NV,7108,-194318.0,-0.42058352452274794
2011,NY,3412,133815.0,0.6033682027234196
2011,OH,2734,98072.0,0.551865398683248
2011,OK,4027,14661.0,0.05601039139653493
2011,OR,7176,9300.0,0.019938255724208903
2011,PA,3051,119406.0,0.6021027153770516
2011,RI,53,1641.0,0.4763425253991292
2011,SC,1562,39357.0,0.38763912144193835
2011,SD,5969,93772.0,0.24168975604726986
2011,TN,2676,99235.0,0.5705128205128205
2011,TX,13703,-114339.0,-0.1283705421047609
2011,UT,5330,-101007.0,-0.2915485640063501
2011,VA,2474,89104.0,0.5540948945961072
2011,VT,816,33894.0,0.6390271493212669
2011,WA,5759,61288.0,0.1637250056767334
2011,WI,4452,153349.0,0.5299225931301403
2011,WV,1748,73717.0,0.6488030276359796
2011,WY,7050,-75484.0,-0.16472231314784505
2012,AL,2402,74121.0,0.47473899955165566
2012,AR,2767,73988.0,0.4113758305301493
2012,AZ,6228,-158972.0,-0.39269798922978116
2012,CA,8380,-78363.0,-0.14386451257572977
2012,CO,6238,-62782.0,-0.15483759587639037
2012,CT,226,7628.0,0.5192648059904698
2012,DE,86,2983.0,0.5336314847942755
2012,FL,1715,27533.0,0.24698811392688944
2012,GA,3061,79134.0,0.3977282436609454
2012,IA,3710,125749.0,0.521455525606469
2012,ID,5711,-17220.0,-0.04638821168325633
2012,IL,3373,91880.0,0.4190745513010559
2012,IN,2233,64301.0,0.44301216025353957
2012,KS,4800,2341.0,0.007503205128205129
2012,KY,2352,86606.0,0.5664965986394558
2012,LA,1634,39742.0,0.37418322191884
2012,MA,455,16571.0,0.5603043110735418
2012,MD,519,12831.0,0.38034682080924853
2012,ME,2406,91375.0,0.5842764882665132
2012,MI,4548,114518.0,0.38738245044313646
2012,MN,6568,200548.0,0.4697554576969924
